id,name,state,network,lat,lon,elevation_m,archive_begin,archive_end,online,in_range,km_outside,n_days,first_date,last_date,complete_seasons,complete_last,live_ok,usable
CKM,Clarksdale,MS,MS_ASOS,34.2997,-90.5123,52.7,2001-02-15,,True,False,155.3,6870.0,2001-02-15,2026-09-20,14.0,False,True,False
CRX,Corinth,MS,MS_ASOS,34.9208,-88.6071,129.0,2001-03-31,,True,False,140.0,5550.0,2001-03-31,2026-09-20,12.0,True,True,False
DLP,West Delta,GM,MS_ASOS,29.1214,-89.5472,0.0,2010-04-30,2024-02-10,False,False,114.3,,,,,,False,False
GLH,GREENVILLE MUNI,MS,MS_ASOS,33.4829,-90.9856,40.0,1942-01-20,,True,False,131.4,9381.0,2001-01-01,2026-09-20,26.0,True,True,False
GNF,Grenada,MS,MS_ASOS,33.8325,-89.7982,58.33205,2014-03-05,2015-11-16,False,False,81.1,,,,,,False,False
GPT,GULFPORT-BILOXI,MS,MS_ASOS,30.4073,-89.0701,9.0,1935-09-10,,True,True,0.0,9384.0,2001-01-01,2026-09-20,26.0,True,True,True
GTR,GOLDEN TRI(AWOS),MS,MS_ASOS,33.4503,-88.5914,80.0,1977-01-02,,True,False,74.8,9116.0,2001-01-01,2026-09-20,23.0,True,True,True
GWO,GREENWOOD/LEFLORE,MS,MS_ASOS,33.4943,-90.0847,47.0,1943-02-05,,True,False,60.1,9366.0,2001-01-01,2026-09-20,26.0,True,True,True
HBG,HATTIESBURG MUNI,MS,MS_ASOS,31.2649,-89.2529,46.0,1973-01-01,,True,True,0.0,9336.0,2001-01-01,2026-09-20,26.0,True,True,True
HEZ,NATCHEZ/HARDY(AWOS),MS,MS_ASOS,31.6137,-91.2973,83.0,1973-01-02,,True,False,5.1,9229.0,2001-01-01,2026-09-19,23.0,False,True,False
HKS,JACKSON/HAWKINS FIELD,MS,MS_ASOS,32.3348,-90.2225,104.0,1948-07-01,,True,False,9.0,9363.0,2001-01-01,2026-09-20,24.0,True,True,True
HSA,BAY_ST._LOUIS,MS,MS_ASOS,30.3678,-89.4546,7.0,1942-05-01,,True,True,0.0,6882.0,2001-01-01,2026-09-20,16.0,False,True,False
IDL,Indianola,MS,MS_ASOS,33.4857,-90.6789,37.0,1953-05-01,2011-03-14,False,False,105.2,,,,,,False,False
IKT,Nakika,GM,MS_ASOS,28.5208,-88.2889,25.0,2012-10-25,,True,False,187.6,3942.0,2013-01-22,2026-08-29,6.0,False,False,False
JAN,JACKSON/THOMPSON,MS,MS_ASOS,32.32,-90.08,101.0,1942-09-01,,True,False,4.0,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
JVW,Raymond,MS,MS_ASOS,32.3045,-90.4105,75.0,2011-09-30,,True,False,8.8,5148.0,2011-09-30,2026-09-20,8.0,True,True,False
LMS,Louisville - Winston,MS,MS_ASOS,33.1462,-89.0625,174.0,2023-01-12,,True,False,42.4,1346.0,2023-01-12,2026-09-20,3.0,True,True,False
LUL,Laurel,MS,MS_ASOS,31.673,-89.1728,72.77247,2015-05-18,,True,True,0.0,3980.0,2015-05-18,2026-09-20,8.0,True,True,False
M16,Raymond,MS,MS_ASOS,32.3045,-90.4105,75.3,2011-04-02,2011-09-28,False,False,8.8,,,,,,False,False
M40,Aberdeen,MS,MS_ASOS,33.8738,-88.4897,67.64834,2012-01-11,,True,False,69.9,4873.0,2012-01-11,2026-09-20,12.0,True,True,False
MBO,Madison,MS,MS_ASOS,32.4384,-90.1014,99.62559,2015-04-30,,True,False,17.2,3823.0,2015-04-30,2026-09-20,6.0,True,True,False
MCB,MCCOMB/LEWIS FIELD,MS,MS_ASOS,31.18,-90.47,126.0,1948-12-01,,True,True,0.0,9289.0,2001-01-01,2026-09-20,26.0,True,True,True
MEI,MERIDIAN/KEY FIELD,MS,MS_ASOS,32.3348,-88.7511,94.0,1942-03-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
MIS,Main Pass 140B,GM,MS_ASOS,29.296,-88.842,32.0,2011-01-05,2022-06-15,False,False,104.7,,,,,,False,False
MJD,Picayune,MS,MS_ASOS,30.4875,-89.6512,16.35223,2020-06-25,,True,True,0.0,1742.0,2020-06-25,2026-05-13,3.0,False,False,False
MPE,Philadelphia,MS,MS_ASOS,32.799,-89.126,137.0,2024-08-22,,True,False,27.2,168.0,2026-04-06,2026-09-20,0.0,False,True,False
MYT,Innovator (GoM),GM,MS_ASOS,28.2206,-89.615,0.0,2010-01-13,2014-02-03,False,False,214.2,,,,,,False,False
NJW,Meridian Range,MS,MS_ASOS,32.7962,-88.8317,162.77052,2005-04-04,,True,False,13.0,2042.0,2005-04-04,2026-09-20,4.0,True,True,False
NMM,MERIDIAN NAS/MCCAIN,MS,MS_ASOS,32.5521,-88.5556,97.0,1961-08-01,,True,True,0.0,9019.0,2001-01-01,2026-09-20,22.0,True,True,True
OLV,Olive Branch,MS,MS_ASOS,34.9788,-89.7869,122.5,1941-10-12,,True,False,206.9,8513.0,2001-06-21,2026-09-20,23.0,True,True,False
PIB,PINE BELT RGNL AWOS,MS,MS_ASOS,31.4671,-89.3371,91.0,1978-12-20,,True,True,0.0,9274.0,2001-01-01,2026-09-20,22.0,True,True,True
PMU,Batesville,MS,MS_ASOS,34.3635,-89.8929,65.71205,2015-10-21,,True,False,140.5,3801.0,2015-10-21,2026-09-20,8.0,True,True,False
PQL,PASCAGOULA,MS,MS_ASOS,30.4636,-88.5319,5.0,1968-09-03,,True,True,0.0,9226.0,2001-01-01,2026-09-20,23.0,True,True,True
RNV,Cleveland,MS,MS_ASOS,33.7611,-90.7579,41.995564,1987-06-29,,True,False,126.8,3980.0,2013-03-19,2026-09-20,8.0,False,True,False
STF,Starkville,MS,MS_ASOS,33.4331,-88.8486,97.25019,2010-09-23,,True,False,74.2,5487.0,2010-09-23,2026-09-19,11.0,True,True,False
TUP,Tupelo,MS,MS_ASOS,34.2622,-88.7713,103.0,1973-01-01,,True,False,113.7,9392.0,2001-01-01,2026-09-20,26.0,True,True,False
UOX,Oxford,MS,MS_ASOS,34.3843,-89.5368,137.8,1973-02-01,,True,False,140.2,6766.0,2001-01-16,2026-09-20,16.0,True,True,False
UTA,TUNICA MUNICIPAL AIRPORT,MS,MS_ASOS,34.6811,-90.3467,59.0,2005-01-01,,True,False,186.2,7673.0,2005-01-01,2026-09-20,18.0,True,True,False
VKS,Vicksburg,MS,MS_ASOS,32.2391,-90.9282,30.116438,2013-05-09,,True,False,24.0,5672.0,2005-02-28,2026-09-20,11.0,True,True,False
0J4,Florala,AL,AL_ASOS,31.0447,-86.3119,91.0,2006-05-11,,True,True,0.0,7075.0,2006-05-11,2026-09-20,16.0,True,True,True
1A9,Prattville,AL,AL_ASOS,32.4387,-86.5127,63.56335,2014-06-17,,True,False,6.5,4350.0,2014-06-17,2026-09-19,10.0,False,True,False
1M4,Haleyville,AL,AL_ASOS,34.2803,-87.6004,284.0,2007-10-31,,True,False,24.1,6728.0,2007-10-31,2026-09-20,17.0,True,True,True
1R8,Bay Minette,AL,AL_ASOS,30.8703,-87.8193,72.02543,2021-10-14,,True,True,0.0,1793.0,2021-10-14,2026-09-20,5.0,True,True,False
3A1,CULLMAN/FOLSOM_FIELD_ARPT,AL,AL_ASOS,34.27,-86.86,294.0,1972-12-31,2013-07-01,False,False,15.6,,,,,,False,False
4A6,Scottsburo,AL,AL_ASOS,34.6887,-86.0059,198.0,2010-11-30,,True,False,59.1,5657.0,2010-11-30,2026-09-20,13.0,True,True,False
4A9,FORT_PAYNE,AL,AL_ASOS,34.4737,-85.7214,267.0,2004-02-28,,True,False,25.2,8087.0,2004-02-28,2026-08-20,22.0,True,False,False
4R4,Fairhope,AL,AL_ASOS,30.4605,-87.877,27.7,2008-09-18,2011-05-25,False,True,0.0,,,,,,False,False
79J,Andalusia,AL,AL_ASOS,31.3061,-86.3902,98.0,1972-12-31,,True,True,0.0,8608.0,2001-02-21,2026-09-20,19.0,True,True,True
8A1,Guntersville,AL,AL_ASOS,34.3996,-86.2682,186.0,2025-08-13,,True,False,31.2,391.0,2025-08-13,2026-09-20,1.0,True,True,False
9A4,Courtland,AL,AL_ASOS,34.6594,-87.3488,179.0,2010-10-18,,True,False,55.0,1520.0,2010-10-18,2026-09-20,2.0,False,True,False
A08,Marion,AL,AL_ASOS,32.5105,-87.3848,62.9503,2015-03-23,2020-10-28,False,False,12.9,,,,,,False,False
ALX,Alexander City,AL,AL_ASOS,32.9143,-85.9613,193.0,2003-05-06,,True,True,0.0,8382.0,2003-05-06,2026-09-20,19.0,False,True,False
ANB,Anniston,AL,AL_ASOS,33.5904,-85.8479,182.0,1948-01-01,,True,True,0.0,9368.0,2001-01-01,2026-09-20,25.0,True,True,True
ASN,Talladega,AL,AL_ASOS,33.5695,-86.0512,155.31592,2014-08-20,,True,True,0.0,3894.0,2014-08-20,2026-09-20,5.0,False,True,False
AUB,AUBURN UNIV. (AM,AL,AL_ASOS,32.6,-85.5,198.0,1991-08-21,2011-05-28,False,True,0.0,,,,,,False,False
AUO,AUBURN-OPELIKA APT,AL,AL_ASOS,32.6151,-85.434,236.0,1992-05-07,,True,True,0.0,8827.0,2001-01-01,2026-09-11,20.0,True,True,True
BFM,MOBILE DOWNTOWN,AL,AL_ASOS,30.6268,-88.0681,8.0,1942-07-01,,True,True,0.0,9117.0,2001-01-01,2026-09-20,24.0,True,True,True
BFZ,Albertville,AL,AL_ASOS,34.2316,-86.2481,317.0,2006-03-15,,True,False,12.5,7373.0,2006-03-15,2026-09-20,16.0,False,True,False
BHM,BIRMINGHAM MUNI,AL,AL_ASOS,33.5655,-86.7449,192.0,1942-08-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CMD,Cullman,AL,AL_ASOS,34.2687,-86.858,289.02383,2013-07-08,,True,False,15.4,4799.0,2013-07-08,2026-09-20,12.0,True,True,False
CQF,Fairhope,AL,AL_ASOS,30.4605,-87.877,27.0,2011-06-06,,True,True,0.0,4761.0,2011-06-06,2026-09-20,9.0,True,True,False
DCU,DECATUR/PRYOR FIELD,AL,AL_ASOS,34.6525,-86.9453,177.0,1996-11-01,,True,False,56.3,9046.0,2001-01-01,2026-09-20,20.0,True,True,True
DHN,DOTHAN MUNICIPAL,AL,AL_ASOS,31.32,-85.45,122.0,1941-12-16,,True,True,0.0,9389.0,2001-01-01,2026-09-20,26.0,True,True,True
DYA,Demopolis,AL,AL_ASOS,32.4638,-87.9541,32.245163,2013-08-17,,True,False,19.2,4274.0,2013-08-17,2026-09-20,5.0,False,True,False
EDN,Enterprise,AL,AL_ASOS,31.2982,-85.9048,104.84666,2014-08-20,,True,True,0.0,3878.0,2014-08-20,2026-09-20,6.0,False,True,False
EET,Alabaster,AL,AL_ASOS,33.1784,-86.7818,172.0,1998-07-01,,True,True,0.0,9128.0,2001-01-01,2026-09-20,24.0,True,True,True
EKY,Bessemer,AL,AL_ASOS,33.3126,-86.9263,213.72552,2016-08-19,,True,True,0.0,3602.0,2016-08-19,2026-09-20,6.0,True,True,False
EUF,Eufaula,AL,AL_ASOS,31.9513,-85.1289,87.0,2008-08-26,,True,True,0.0,6358.0,2007-01-01,2026-09-20,16.0,True,True,True
GAD,GADSDEN MUNI (AWOS),AL,AL_ASOS,33.9726,-86.0891,173.0,1973-01-01,,True,True,0.0,8639.0,2001-01-01,2026-09-20,14.0,False,True,False
GZH,EVERGREEN,AL,AL_ASOS,31.4158,-87.0441,79.0,1993-11-15,,True,True,0.0,9102.0,2001-01-01,2026-09-20,23.0,True,True,True
HDL,Headland,AL,AL_ASOS,31.3641,-85.3125,108.0,2021-10-14,2025-04-07,False,True,0.0,,,,,,False,False
HEY,Fort Rucker,AL,AL_ASOS,31.346,-85.6543,97.0,2007-02-22,,True,True,0.0,6459.0,2007-01-01,2026-09-20,16.0,False,True,False
HSV,HUNTSVILLE/MADISON,AL,AL_ASOS,34.6439,-86.7861,196.0,1958-09-01,,True,False,51.4,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
HUA,REDSTONE ARSENAL,AL,AL_ASOS,34.6786,-86.6848,209.0,2004-08-11,,True,False,54.4,6544.0,2004-08-11,2026-09-20,7.0,False,True,False
JFX,Manchester,AL,AL_ASOS,33.902,-87.3142,147.0,2011-02-07,,True,True,0.0,5371.0,2011-02-07,2026-09-20,9.0,False,True,False
JKA,Gulf Shores,AL,AL_ASOS,30.2905,-87.6718,4.9,2006-03-14,,True,True,0.0,7052.0,2006-03-14,2026-09-20,17.0,True,True,True
LOR,LOWE AHP/FT. RUCKER,AL,AL_ASOS,31.3558,-85.7511,74.0,1989-07-14,,True,True,0.0,6457.0,2008-07-17,2026-09-20,12.0,False,True,False
MDQ,HUNTSVILLE/MADISON COUNTY EXEC,AL,AL_ASOS,34.86,-86.56,230.0,2002-04-22,,True,False,75.0,8880.0,2002-04-22,2026-09-20,23.0,True,True,True
MGM,MONTGOMERY/DANNELLY,AL,AL_ASOS,32.3006,-86.394,62.0,1948-01-01,,True,False,24.6,9392.0,2001-01-01,2026-09-20,26.0,True,True,True
MOB,MOBILE/BATES FIELD,AL,AL_ASOS,30.6883,-88.2456,67.0,1948-01-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
MSL,MUSCLE SHOALS RGNL,AL,AL_ASOS,34.7438,-87.5996,168.0,1948-12-01,,True,False,68.4,9386.0,2001-01-01,2026-09-20,26.0,True,True,True
MXF,MAXWELL AFB/MONTGOM,AL,AL_ASOS,32.3829,-86.3658,51.0,1935-10-01,,True,False,17.8,9256.0,2001-01-02,2026-09-20,17.0,True,True,True
NBJ,Foley,AL,AL_ASOS,30.3891,-87.6353,15.187012,2005-05-13,,True,True,0.0,126.0,2005-05-13,2026-09-20,0.0,False,True,False
OZR,CAIRNS AAF/OZARK,AL,AL_ASOS,31.2758,-85.7134,91.0,1954-10-19,,True,True,0.0,9286.0,2001-01-02,2026-09-20,25.0,True,True,True
PLR,Pell City,AL,AL_ASOS,33.5588,-86.2491,144.6858,2016-07-27,,True,True,0.0,3664.0,2016-07-27,2026-09-20,6.0,False,True,False
PRN,Greenville,AL,AL_ASOS,31.8457,-86.6108,137.5,2001-08-23,,True,True,0.0,7212.0,2001-08-23,2026-09-20,15.0,True,True,True
RAM,PHI OIL PLAT,GM,AL_ASOS,29.05,-88.0833,10.0,2005-02-16,2011-11-07,False,False,129.8,,,,,,False,False
SCD,Sylacauga,AL,AL_ASOS,33.1718,-86.3055,170.50438,2014-11-05,,True,True,0.0,4269.0,2014-11-05,2026-09-20,10.0,True,True,False
SEM,Selma,AL,AL_ASOS,32.3439,-86.9878,44.254955,1941-07-01,,True,True,0.0,4441.0,2014-01-10,2026-09-20,10.0,True,True,False
SXS,Shell AHP,AL,AL_ASOS,31.3612,-85.8549,122.25867,2014-05-20,,True,True,0.0,4179.0,2014-05-20,2026-09-20,7.0,True,True,False
TCL,TUSCALOOSA MUNI,AL,AL_ASOS,33.2119,-87.6161,52.0,1949-01-01,,True,True,0.0,9380.0,2001-01-01,2026-09-20,25.0,True,True,True
TOI,TROY MUNICIPAL,AL,AL_ASOS,31.8604,-86.0121,121.0,1969-04-09,,True,True,0.0,9106.0,2001-01-01,2026-09-20,23.0,True,True,True
16J,Dawson,GA,GA_ASOS,31.7433,-84.4193,96.0,2025-06-20,,True,True,0.0,458.0,2025-06-20,2026-09-20,1.0,True,True,False
17J,Donalsonville,GA,GA_ASOS,31.007,-84.8776,47.24814,2018-02-06,,True,True,0.0,2778.0,2018-02-06,2026-08-27,4.0,False,False,False
18A,Canon,GA,GA_ASOS,34.3404,-83.1308,258.54953,2015-04-07,,True,False,89.4,4010.0,2015-04-07,2026-09-20,7.0,True,True,False
19A,Jackson County Airport,GA,GA_ASOS,34.1759,-83.5616,290.0,2011-09-27,2016-02-08,False,False,88.6,,,,,,False,False
2J3,Louisville,GA,GA_ASOS,32.9865,-82.3857,97.598885,2018-02-06,2023-11-10,False,True,0.0,,,,,,False,False
2J5,Millen,GA,GA_ASOS,32.8935,-81.9654,67.51578,2019-01-23,,True,True,0.0,2600.0,2019-01-23,2026-09-06,5.0,False,True,False
3J7,Greensboro,GA,GA_ASOS,33.5977,-83.139,206.0,2005-04-19,2023-05-03,False,False,24.5,,,,,,False,False
47A,CANTON/CHEROKEE_CNTY_ARPT,GA,GA_ASOS,34.3106,-84.4239,372.0,2004-03-31,2011-10-03,False,False,21.5,,,,,,False,False
48A,Cochran,GA,GA_ASOS,32.3994,-83.2759,100.19532,2019-01-23,,True,True,0.0,2791.0,2019-01-23,2026-09-20,6.0,True,True,False
49A,Ellijay,GA,GA_ASOS,34.6301,-84.5271,444.8425,2015-04-08,,True,False,42.1,3312.0,2017-07-06,2026-09-20,7.0,True,True,False
4A7,Hampton,GA,GA_ASOS,33.3891,-84.3324,257.57394,2015-05-14,2016-10-10,False,False,29.9,,,,,,False,False
5A9,Warm Springs,GA,GA_ASOS,32.9385,-84.6964,265.0,2024-07-17,,True,True,0.0,754.0,2024-07-17,2026-08-11,2.0,True,False,False
6A1,Butler,GA,GA_ASOS,32.5674,-84.2507,203.0,2011-10-21,,True,True,0.0,4122.0,2011-10-21,2026-09-20,7.0,False,True,False
6A2,Spalding,GA,GA_ASOS,33.227,-84.2749,292.0,2011-11-19,,True,False,16.2,5062.0,2011-11-19,2026-09-20,9.0,False,True,False
9A1,Covington,GA,GA_ASOS,33.6325,-83.8496,242.0,2010-09-01,2013-10-23,False,False,56.0,,,,,,False,False
9A5,LaFayette,GA,GA_ASOS,34.6885,-85.2903,236.01266,2015-04-08,,True,False,36.3,3493.0,2015-04-08,2026-09-20,5.0,False,True,False
ABY,ALBANY MUNICIPAL,GA,GA_ASOS,31.5355,-84.1945,59.0,1948-01-01,,True,True,0.0,9389.0,2001-01-01,2026-09-20,26.0,True,True,True
ACJ,Americus,GA,GA_ASOS,32.1108,-84.1889,143.0,2011-07-12,,True,True,0.0,5407.0,2011-07-12,2026-09-20,11.0,False,True,False
AGS,AUGUSTA/BUSH FIELD,GA,GA_ASOS,33.3699,-81.9645,45.0,1947-12-31,,True,True,0.0,9390.0,2001-01-01,2026-09-20,26.0,True,True,True
AHN,ATHENS MUNICIPAL,GA,GA_ASOS,33.9486,-83.3264,247.0,1955-09-01,,True,False,64.3,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
AJR,Cornelia,GA,GA_ASOS,34.4998,-83.5567,434.79443,2015-04-08,,True,False,99.4,4107.0,2015-04-08,2026-09-20,8.0,True,True,False
AMG,ALMA/BACON CO.,GA,GA_ASOS,31.5361,-82.5066,61.0,1948-12-31,,True,True,0.0,9390.0,2001-01-01,2026-09-19,26.0,True,True,True
ATL,ATLANTA INTL ARPT,GA,GA_ASOS,33.6301,-84.4418,315.0,1945-01-01,,True,False,28.4,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
AYS,WAYCROSS/WARE CO.,GA,GA_ASOS,31.2491,-82.3955,46.0,1942-12-01,,True,True,0.0,9185.0,2001-01-01,2026-09-20,25.0,True,True,True
AZE,Hazlehurst,GA,GA_ASOS,31.8847,-82.6474,79.09521,2012-07-06,,True,True,0.0,4743.0,2012-07-06,2026-07-25,11.0,False,False,False
BGE,BAINBRIDGE/DECATUR COUNTY INDUS,GA,GA_ASOS,30.9716,-84.6369,43.0,2002-06-03,,True,True,0.0,8736.0,2002-06-03,2026-09-20,23.0,True,True,True
BHC,Baxley,GA,GA_ASOS,31.7138,-82.3938,64.042046,2014-01-18,,True,True,0.0,4137.0,2014-01-18,2026-02-02,9.0,False,False,False
BIJ,BLAKELY,GA,GA_ASOS,31.3975,-84.8948,65.0,2004-06-21,,True,True,0.0,7594.0,2004-06-21,2026-09-20,17.0,False,True,False
BQK,BRUNSWICK/GLYNCO,GA,GA_ASOS,31.2588,-81.4665,8.0,1972-12-31,,True,True,0.0,9358.0,2001-01-01,2026-09-20,26.0,True,True,True
CCO,NEWNAN COWETA COUNTY AIRPORT,GA,GA_ASOS,33.31,-84.77,296.0,1998-05-31,,True,False,15.0,8560.0,2001-01-01,2026-09-20,18.0,False,True,False
CKF,Cordele,GA,GA_ASOS,31.9888,-83.7739,93.437004,2012-09-13,,True,True,0.0,4957.0,2012-09-13,2026-09-20,10.0,False,True,False
CNI,Cherokee County,GA,GA_ASOS,34.3106,-84.4239,372.0,2004-05-25,,True,False,21.5,8028.0,2004-05-25,2026-09-20,18.0,True,True,True
CPP,Greensboro,GA,GA_ASOS,33.598,-83.1382,215.0,2023-05-18,,True,False,24.6,1220.0,2023-05-18,2026-09-20,3.0,True,True,False
CSG,COLUMBUS METRO ARPT,GA,GA_ASOS,32.5161,-84.9422,121.0,1947-12-31,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CTJ,Carrollton,GA,GA_ASOS,33.6317,-85.1523,353.9,2010-01-29,,True,True,0.0,5811.0,2010-01-29,2026-09-20,10.0,False,True,False
CVC,Covington,GA,GA_ASOS,33.6323,-83.8474,238.558,2013-12-12,,True,False,55.9,4520.0,2013-12-12,2026-09-20,10.0,True,True,False
CWV,Claxton,GA,GA_ASOS,32.1951,-81.8696,34.0,2007-10-19,,True,True,0.0,6374.0,2007-10-19,2026-09-20,14.0,True,True,False
CXU,Camilla,GA,GA_ASOS,31.2132,-84.2352,51.806652,2015-04-02,,True,True,0.0,3861.0,2015-04-02,2026-09-20,6.0,True,True,False
CZL,Calhoun,GA,GA_ASOS,34.4554,-84.9392,193.82632,2015-04-08,,True,False,10.5,3863.0,2015-04-08,2026-09-20,5.0,True,True,False
D73,Monroe,GA,GA_ASOS,33.7825,-83.6928,256.9343,2018-02-06,,True,False,57.4,2978.0,2018-02-06,2026-09-20,4.0,False,True,False
DBN,Dublin,GA,GA_ASOS,32.5644,-82.9853,94.0,2005-06-08,,True,True,0.0,7575.0,2005-06-08,2026-09-20,20.0,True,True,True
DNL,Augusta,GA,GA_ASOS,33.4668,-82.0385,125.0,1996-07-01,,True,True,0.0,9345.0,2001-01-01,2026-09-20,24.0,False,True,False
DNN,DALTON MUNI AIRPORT,GA,GA_ASOS,34.72,-84.87,216.0,1998-05-31,,True,False,40.4,9162.0,2001-01-01,2026-09-20,23.0,True,True,True
DQH,DOUGLAS_MUNI_ARPT,GA,GA_ASOS,31.4767,-82.8606,78.0,2003-12-01,,True,True,0.0,8143.0,2003-12-01,2026-09-20,18.0,True,True,True
DZJ,Blairsville,GA,GA_ASOS,34.8544,-83.9973,582.0,2008-10-06,,True,False,91.8,3724.0,2008-10-06,2026-09-20,8.0,True,True,False
EBA,Elberton,GA,GA_ASOS,34.0954,-82.8175,180.63292,2003-05-12,,True,False,50.9,3843.0,2003-05-12,2026-09-20,8.0,True,True,False
EZM,Eastman,GA,GA_ASOS,32.2164,-83.1287,93.0,2011-10-21,,True,True,0.0,5434.0,2011-10-21,2026-09-20,14.0,True,True,False
FFC,PEACHTREE CITY,GA,GA_ASOS,33.3553,-84.5669,264.0,1996-01-31,,True,False,20.6,9385.0,2001-01-01,2026-09-20,26.0,True,True,True
FTY,ATLANTA/FULTON CO.,GA,GA_ASOS,33.78,-84.52,256.0,1972-12-31,,True,False,11.1,9388.0,2001-01-01,2026-09-20,25.0,True,True,True
FZG,Fitzgerald,GA,GA_ASOS,31.6839,-83.2709,104.145485,2012-06-21,,True,True,0.0,5169.0,2012-06-21,2026-09-20,14.0,True,True,False
GVL,GAINSVILLE,GA,GA_ASOS,34.2719,-83.8303,38.0,1996-07-01,,True,False,67.0,9340.0,2001-01-01,2026-09-20,26.0,True,True,True
HMP,Hampton,GA,GA_ASOS,33.3899,-84.331,256.7249,2016-11-08,,True,False,30.0,3379.0,2016-11-08,2026-09-20,7.0,True,True,False
HOE,Homerville,GA,GA_ASOS,31.0559,-82.7741,56.7,2007-01-24,,True,True,0.0,6700.0,2007-01-24,2026-06-30,13.0,True,False,False
HQU,THOMSON,GA,GA_ASOS,33.5297,-82.5164,152.0,2003-06-20,,True,False,6.8,8325.0,2003-06-20,2026-09-20,21.0,True,True,True
IIY,Washington,GA,GA_ASOS,33.7794,-82.8158,191.41869,2002-01-17,,True,False,35.4,5713.0,2002-01-17,2026-09-20,14.0,True,True,False
JCA,Jefferson,GA,GA_ASOS,34.1739,-83.5583,283.64853,2016-04-29,,True,False,88.8,3780.0,2016-04-29,2026-09-20,9.0,True,True,False
JES,Jesup,GA,GA_ASOS,31.554,-81.8825,32.6,2010-05-13,,True,True,0.0,5850.0,2010-05-13,2026-09-20,15.0,True,True,True
JYL,SYLVANIA,GA,GA_ASOS,32.6453,-81.5971,57.0,2004-01-31,,True,True,0.0,7489.0,2004-02-01,2026-09-20,18.0,True,True,True
JZP,Jasper,GA,GA_ASOS,34.4535,-84.4572,457.98755,2015-04-08,,True,False,30.9,3547.0,2015-04-08,2025-07-28,5.0,False,False,False
LGC,LA_GRANGE,GA,GA_ASOS,33.0089,-85.0726,211.0,2000-06-23,,True,True,0.0,9117.0,2001-01-01,2026-09-20,21.0,False,True,False
LHW,FT STEWART/WRIGHT,GA,GA_ASOS,31.8891,-81.5623,14.0,1967-02-01,,True,True,0.0,8645.0,2001-01-03,2026-09-20,19.0,True,True,True
LSF,FORT BENNING,GA,GA_ASOS,32.3373,-84.9913,71.0,1939-05-01,,True,True,0.0,9200.0,2001-01-01,2026-09-20,24.0,True,True,True
LZU,LAWRENCEVILLE,GA,GA_ASOS,33.9781,-83.9624,323.0,2000-09-12,,True,False,51.5,9246.0,2001-01-01,2026-09-20,20.0,False,True,False
MCN,MACON/LEWIS WILSON,GA,GA_ASOS,32.6928,-83.6492,110.0,1941-10-19,,True,True,0.0,9391.0,2001-01-01,2026-09-20,26.0,True,True,True
MGE,DOBBINS AFB/MARIETT,GA,GA_ASOS,33.9153,-84.5163,326.0,1946-09-01,,True,False,3.0,9357.0,2001-01-01,2026-09-20,23.0,True,True,True
MGR,MOULTRIE,GA,GA_ASOS,31.0849,-83.8032,90.0,1951-10-01,,True,True,0.0,8120.0,2004-01-09,2026-09-20,19.0,False,True,False
MHP,Metter,GA,GA_ASOS,32.3739,-82.081,58.887756,2019-11-04,,True,True,0.0,2407.0,2019-11-04,2026-09-20,4.0,False,True,False
MLJ,Milledgeville,GA,GA_ASOS,33.1542,-83.2407,117.0,2005-04-21,,True,True,0.0,7374.0,2005-04-21,2026-09-20,17.0,True,True,True
MQW,Mc Rae,GA,GA_ASOS,32.0969,-82.8794,60.0,2022-02-07,,True,True,0.0,914.0,2022-02-07,2026-09-20,0.0,False,True,False
MUL,MOULTRIE/SPENCE,GA,GA_ASOS,31.1377,-83.7041,89.0,2004-01-31,2004-11-12,False,True,0.0,,,,,,False,False
OKZ,Sandersville,GA,GA_ASOS,32.9667,-82.8382,128.72356,2014-07-15,2024-10-12,False,True,0.0,,,,,,False,False
OPN,THOMASTON,GA,GA_ASOS,32.954,-84.2594,243.0,2000-10-04,,True,True,0.0,9150.0,2001-01-01,2026-09-20,24.0,False,True,False
PDK,ATLANTA/DEKALB,GA,GA_ASOS,33.8756,-84.302,305.0,1981-08-01,,True,False,23.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
PIM,Pine Mountain,GA,GA_ASOS,32.8407,-84.8824,272.0958,2016-05-22,,True,True,0.0,3441.0,2016-05-22,2026-09-20,8.0,True,True,False
PUJ,Dallas,GA,GA_ASOS,33.912,-84.9406,393.0,2011-05-26,,True,True,0.0,5296.0,2011-05-26,2026-09-20,12.0,True,True,False
PXE,Perry,GA,GA_ASOS,32.5106,-83.7673,125.39239,2014-07-08,,True,True,0.0,4189.0,2014-07-08,2026-09-20,9.0,True,True,False
