id,name,state,network,lat,lon,elevation_m,archive_begin,archive_end,online,in_range,km_outside,n_days,first_date,last_date,complete_seasons,complete_last,live_ok,usable
RMG,ROME/RUSSELL(RAMOS),GA,GA_ASOS,34.3478,-85.1611,196.0,1947-12-31,,True,True,0.0,9079.0,2001-01-01,2026-09-20,24.0,True,True,True
RVJ,Reidsville,GA,GA_ASOS,32.0595,-82.1536,57.213497,2021-02-23,,True,True,0.0,1991.0,2021-02-23,2026-09-20,5.0,True,True,False
RYY,MARIETTA,GA,GA_ASOS,34.0131,-84.5986,317.0,2000-09-12,,True,True,0.0,9251.0,2001-01-01,2026-09-20,21.0,True,True,True
SAV,Savannah - Hilton Head,GA,GA_ASOS,32.1314,-81.2023,9.0,1947-12-31,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
SBO,Swainsboro,GA,GA_ASOS,32.6091,-82.3699,327.0,2011-07-04,,True,True,0.0,5326.0,2011-07-04,2026-09-20,12.0,False,True,False
SSI,BRUNSWICK/MALCOLM,GA,GA_ASOS,31.1522,-81.3908,6.0,1930-06-01,,True,True,0.0,9391.0,2001-01-01,2026-09-20,26.0,True,True,True
SVN,HUNTER (AAF),GA,GA_ASOS,32.01,-81.146,13.0,1944-03-01,,True,True,0.0,9368.0,2001-01-02,2026-09-20,24.0,True,True,True
TBR,STATESBORO/BULLOCH CO,GA,GA_ASOS,32.4827,-81.7369,57.0,2001-06-21,,True,True,0.0,9083.0,2001-06-21,2026-09-20,20.0,False,True,False
TMA,Tifton,GA,GA_ASOS,31.429,-83.4885,108.2,2004-01-31,,True,True,0.0,5645.0,2004-02-01,2026-09-20,13.0,True,True,False
TOC,Toccoa,GA,GA_ASOS,34.5928,-83.2964,295.5283,2012-06-08,,True,False,117.6,5174.0,2012-06-08,2026-09-20,13.0,True,True,False
TVI,Thomasville,GA,GA_ASOS,30.9018,-83.8811,80.0,2010-06-10,,True,True,0.0,5919.0,2010-06-10,2026-09-20,16.0,True,True,True
VAD,MOODY AFB/VALDOSTA,GA,GA_ASOS,30.9678,-83.193,71.0,1942-04-01,,True,True,0.0,9005.0,2001-01-02,2026-09-20,18.0,True,True,True
VDI,VIDALIA MUNI AIRPORT,GA,GA_ASOS,32.19,-82.37,84.0,1999-01-31,,True,True,0.0,9291.0,2001-01-01,2026-09-20,25.0,True,True,True
VLD,VALDOSTA REGIONAL,GA,GA_ASOS,30.7825,-83.2767,62.0,1947-12-31,,True,True,0.0,9362.0,2001-01-01,2026-09-20,25.0,False,True,False
VPC,CARTERSVILLE AIRPORT,GA,GA_ASOS,34.1232,-84.8487,233.0,2000-03-22,,True,True,0.0,9369.0,2001-01-01,2026-09-20,25.0,True,True,True
WDR,WINDER,GA,GA_ASOS,33.9829,-83.6674,287.0,2000-10-20,,True,False,75.5,9255.0,2001-01-01,2026-09-20,25.0,True,True,True
WRB,WARNER ROBINS AFB,GA,GA_ASOS,32.6401,-83.5918,90.0,1942-08-06,,True,True,0.0,9350.0,2001-01-01,2026-09-20,23.0,True,True,True
1J0,Tri County,FL,FL_ASOS,30.8458,-85.6014,26.0,2011-07-12,2025-03-08,False,True,0.0,,,,,,False,False
24J,Live Oak,FL,FL_ASOS,30.3001,-83.0247,35.94818,2014-02-25,,True,True,0.0,4430.0,2014-02-24,2026-09-20,8.0,False,True,False
28J,Palatka,FL,FL_ASOS,29.6586,-81.6889,9.363473,2013-12-12,,True,True,0.0,4072.0,2013-12-12,2026-09-20,10.0,False,True,False
2IS,Clewiston,FL,FL_ASOS,26.7339,-81.0468,8.316562,2019-10-11,,True,False,35.0,2061.0,2019-10-11,2026-04-08,4.0,False,False,False
2J9,Quincy,FL,FL_ASOS,30.5979,-84.5574,69.0,2011-05-21,,True,True,0.0,5201.0,2011-05-21,2026-09-20,13.0,True,True,False
42J,Keystone Heights,FL,FL_ASOS,29.8448,-82.0475,60.0,1943-12-10,,True,True,0.0,5459.0,2011-03-12,2026-09-20,12.0,True,True,False
54A,Coral Creek,FL,FL_ASOS,26.8537,-82.2526,1.0,2018-02-01,,True,True,0.0,2942.0,2018-02-01,2026-09-20,6.0,True,True,False
54J,DeFuniak,FL,FL_ASOS,30.7311,-86.1538,85.669975,2013-04-30,,True,True,0.0,4811.0,2013-04-30,2026-09-20,10.0,True,True,False
AAF,APALACHICOLA MUNI (ASOS),FL,FL_ASOS,29.7276,-85.0274,6.0,1945-01-01,,True,True,0.0,9298.0,2001-01-01,2026-09-20,23.0,True,True,True
AGR,MacGill AFB,FL,FL_ASOS,27.6478,-81.3415,20.0,2022-09-22,,True,True,0.0,140.0,2022-09-22,2026-09-20,0.0,False,True,False
APF,NAPLES MUNICIPAL,FL,FL_ASOS,26.1525,-81.7753,3.0,1943-12-29,,True,False,58.1,9379.0,2001-01-01,2026-09-20,26.0,True,True,True
BCR,Tri-County,FL,FL_ASOS,30.8438,-85.6017,25.649832,2006-08-31,,True,True,0.0,6471.0,2006-08-31,2026-09-20,13.0,True,True,False
BCT,BOCA RATON AIRPORT,FL,FL_ASOS,26.38,-80.11,4.0,1942-12-01,,True,False,133.2,8491.0,2001-01-01,2026-09-20,20.0,True,True,False
BKV,BROOKSVILLE (ASOS),FL,FL_ASOS,28.4736,-82.4554,20.0,1943-12-07,,True,True,0.0,9386.0,2001-01-01,2026-09-20,26.0,True,True,True
BOW,Bartow,FL,FL_ASOS,27.9434,-81.7834,38.1,1944-04-15,,True,True,0.0,9204.0,2001-01-01,2026-09-20,23.0,True,True,True
CEW,CRESTVIEW/BOB SIKES,FL,FL_ASOS,30.78,-86.52,65.0,1940-06-01,,True,True,0.0,9381.0,2001-01-01,2026-09-20,25.0,True,True,True
CGC,Crystal River,FL,FL_ASOS,28.8673,-82.5713,2.7,2009-08-12,,True,True,0.0,6080.0,2009-08-12,2026-09-20,14.0,True,True,False
CLW,Clearwater Air Park,FL,FL_ASOS,27.9742,-82.7563,23.233936,2014-08-14,,True,True,0.0,4385.0,2014-08-14,2026-09-20,10.0,False,True,False
COF,PATRICK AFB/COCOA B,FL,FL_ASOS,28.235,-80.61,3.0,1945-03-01,,True,False,29.5,9320.0,2001-01-02,2026-09-20,19.0,True,True,True
COI,Merritt Island,FL,FL_ASOS,28.3416,-80.6855,1.0,2025-08-27,,True,False,24.7,134.0,2025-08-27,2026-09-20,0.0,False,True,False
CRG,JACKSONVILLE/CRAIG,FL,FL_ASOS,30.3361,-81.5147,12.0,1974-08-21,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CTY,Cross City,FL,FL_ASOS,29.6355,-83.1048,13.0,1943-12-19,,True,True,0.0,9097.0,2001-01-01,2026-09-01,21.0,True,False,False
DAB,DAYTONA BEACH RGNL,FL,FL_ASOS,29.1799,-81.0581,11.0,1943-05-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
DED,DeLand,FL,FL_ASOS,29.067,-81.2838,21.266401,2012-02-09,,True,True,0.0,5132.0,2012-02-09,2026-09-20,12.0,True,True,False
DJT,WEST PALM BEACH,FL,FL_ASOS,26.6847,-80.0994,6.0,1938-07-01,,True,False,106.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,False
DTS,Destin - Fort Walton Beach,FL,FL_ASOS,30.3934,-86.4674,7.3086386,1996-12-01,,True,True,0.0,9378.0,2001-01-01,2026-09-20,25.0,True,True,True
ECP,Panama City,FL,FL_ASOS,30.3582,-85.7956,69.0,2010-05-23,,True,True,0.0,5961.0,2010-05-23,2026-09-20,16.0,True,True,True
EGI,DUKE FLD/EGLIN,FL,FL_ASOS,30.6503,-86.5229,59.0,1949-09-08,,True,True,0.0,8732.0,2001-01-02,2026-09-20,18.0,True,True,True
EVB,NEW SMYRNA BEACH MUNI,FL,FL_ASOS,29.0557,-80.9489,3.0,2004-11-04,,True,False,2.9,7685.0,2004-11-04,2026-09-20,21.0,True,True,True
F45,West Palm Beach,FL,FL_ASOS,26.8459,-80.2223,8.885464,2018-02-02,,True,False,84.4,2558.0,2018-02-02,2026-09-20,4.0,True,True,False
F95,Blountstown,FL,FL_ASOS,30.487,-85.1138,35.0,2024-06-03,,True,True,0.0,719.0,2024-06-03,2026-09-20,1.0,True,True,False
FHB,Fernandina Beach,FL,FL_ASOS,30.6118,-81.4612,5.0,2011-04-28,,True,True,0.0,5308.0,2011-04-28,2026-09-20,12.0,False,True,False
FIN,Bunnell,FL,FL_ASOS,29.4657,-81.2087,5.5299377,2014-07-31,,True,True,0.0,4135.0,2014-07-31,2026-09-20,10.0,True,True,False
FLL,Fort Lauderdale - Hollywood,FL,FL_ASOS,26.0787,-80.1622,1.0,1945-12-31,,True,False,149.6,9393.0,2001-01-01,2026-09-20,26.0,True,True,False
FMY,FORT MYERS/PAGE FLD,FL,FL_ASOS,26.585,-81.8614,5.0,1919-08-01,,True,False,14.2,9391.0,2001-01-01,2026-09-20,26.0,True,True,True
FPR,FT PIERCE/ST LUCIE,FL,FL_ASOS,27.4981,-80.3767,7.0,1988-01-14,,True,False,36.1,9387.0,2001-01-01,2026-09-20,26.0,True,True,True
FPY,Perry,FL,FL_ASOS,30.0708,-83.5815,18.982101,1998-02-28,,True,True,0.0,5288.0,2001-01-01,2026-09-20,13.0,True,True,False
FXE,FORT LAUDERDALE,FL,FL_ASOS,26.2,-80.17,4.0,1984-09-08,,True,False,140.5,9324.0,2001-01-01,2026-09-20,26.0,True,True,False
GIF,WINTER HAVEN (ASOS),FL,FL_ASOS,28.0629,-81.7533,44.0,1996-07-01,,True,True,0.0,9302.0,2001-01-01,2026-09-20,25.0,True,True,True
GNV,GAINESVILLE RGNL,FL,FL_ASOS,29.6917,-82.276,46.0,1943-11-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
HEG,Jacksonville - Herlong,FL,FL_ASOS,30.2778,-81.8059,25.0,2019-05-25,,True,True,0.0,3110.0,2005-07-02,2026-09-20,7.0,True,True,False
HRT,HURLBURT FIELD (AF),FL,FL_ASOS,30.4278,-86.6893,12.0,1955-07-05,,True,True,0.0,9339.0,2001-01-01,2026-09-20,22.0,True,True,True
HWO,HOLLYWOOD/N. PERRY,FL,FL_ASOS,25.9996,-80.2412,3.0,1999-04-30,,True,False,149.5,9301.0,2001-01-01,2026-09-20,24.0,False,True,False
IMM,Immokalee Auxiliary,FL,FL_ASOS,26.4332,-81.401,14.007797,2013-10-16,,True,False,41.8,3232.0,2013-10-16,2025-12-28,5.0,False,False,False
INF,Inverness,FL,FL_ASOS,28.8036,-82.3182,15.732533,2009-08-12,,True,True,0.0,6070.0,2009-08-12,2026-09-20,16.0,True,True,True
ISM,KISSIMMEE MUNI AIRPORT/ORLANDO,FL,FL_ASOS,28.29,-81.44,25.0,1944-03-01,,True,True,0.0,9291.0,2001-01-01,2026-09-20,24.0,True,True,True
JAX,Jacksonville Intl,FL,FL_ASOS,30.4941,-81.6879,6.0,1930-10-31,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
LAL,LAKELAND REGIONAL,FL,FL_ASOS,27.9889,-82.0186,43.0,1942-08-01,,True,True,0.0,9387.0,2001-01-01,2026-09-20,25.0,True,True,True
LCQ,Lake City,FL,FL_ASOS,30.1821,-82.5769,57.0,1945-05-01,,True,True,0.0,4475.0,2014-05-28,2026-09-20,12.0,True,True,False
LEE,LEESBURG MUNICIPAL AIRPORT,FL,FL_ASOS,28.82,-81.81,24.0,1943-12-21,,True,True,0.0,9392.0,2001-01-01,2026-09-20,26.0,True,True,True
LNA,Lantana,FL,FL_ASOS,26.5925,-80.0848,8.123995,2017-04-27,,True,False,115.0,2872.0,2017-04-27,2026-09-20,4.0,False,True,False
MAI,MARIANA,FL,FL_ASOS,30.8356,-85.1839,34.0,1950-01-01,,True,True,0.0,9350.0,2001-01-01,2026-09-20,26.0,True,True,True
MCF,MACDILL AFB/TAMPA,FL,FL_ASOS,27.85,-82.52,4.0,1941-05-01,,True,True,0.0,9365.0,2001-01-03,2026-09-20,25.0,True,True,True
MCO,Orlando International,FL,FL_ASOS,28.4294,-81.309,32.0,1952-05-07,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
MKY,Marco Island,FL,FL_ASOS,25.995,-81.6725,4.515613,2013-05-13,,True,False,78.3,4153.0,2012-07-26,2026-09-20,8.0,True,True,False
MLB,MELBOURNE REGIONAL,FL,FL_ASOS,28.1028,-80.6453,11.0,1928-01-01,,True,False,24.2,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
NDZ,Milton,FL,FL_ASOS,30.7044,-87.0231,54.0,2005-05-17,,True,True,0.0,7163.0,2006-12-27,2026-09-20,20.0,True,True,True
NEN,Jacksonville - Whitehouse,FL,FL_ASOS,30.3495,-81.867,25.753742,2007-06-01,,True,True,0.0,5843.0,2007-06-01,2026-09-20,8.0,True,True,False
NFJ,Choctaw,FL,FL_ASOS,30.5069,-86.9597,30.99748,2005-05-11,,True,True,0.0,5616.0,2005-05-11,2026-09-18,8.0,False,True,False
NIP,JACKSONVILLE NAS,FL,FL_ASOS,30.2342,-81.6747,7.0,1945-01-01,,True,True,0.0,9379.0,2001-01-01,2026-09-20,25.0,True,True,True
NPA,PENSACOLA NAS,FL,FL_ASOS,30.3533,-87.318,9.0,1945-02-01,,True,True,0.0,9337.0,2001-01-01,2026-09-20,21.0,True,True,True
NRB,MAYPORT NS,FL,FL_ASOS,30.3914,-81.4245,5.0,1955-07-05,,True,True,0.0,9233.0,2001-01-02,2026-09-18,22.0,True,True,True
NSE,WHITING FLD NAS-N.,FL,FL_ASOS,30.7242,-87.0219,61.0,1945-02-01,,True,True,0.0,8809.0,2001-01-01,2026-09-20,20.0,True,True,True
OBE,Okeechobee,FL,FL_ASOS,27.2628,-80.8498,10.4,2006-12-11,,True,False,14.1,6967.0,2006-12-11,2026-09-20,17.0,True,True,True
OCF,Ocala,FL,FL_ASOS,29.1636,-82.221,28.281782,1944-01-07,,True,True,0.0,9339.0,2001-01-01,2026-09-20,26.0,True,True,True
OMN,ORMOND BEACH MUNI,FL,FL_ASOS,29.3006,-81.1136,9.0,2004-10-05,,True,True,0.0,7711.0,2004-10-05,2026-09-20,19.0,True,True,True
OPF,MIAMI/OPA LOCKA,FL,FL_ASOS,25.9102,-80.2828,3.0,1952-12-31,,True,False,153.0,9369.0,2001-01-01,2026-09-20,25.0,True,True,False
ORL,ORLANDO/HERNDON,FL,FL_ASOS,28.5455,-81.3329,34.0,1929-04-03,,True,True,0.0,9391.0,2001-01-01,2026-09-20,26.0,True,True,True
PAM,TYNDALL AFB,FL,FL_ASOS,30.0696,-85.5754,5.0,1942-03-19,,True,True,0.0,9314.0,2001-01-01,2026-09-20,22.0,True,True,True
PCM,Plant City,FL,FL_ASOS,28.0002,-82.1642,46.9,2006-02-22,,True,True,0.0,7102.0,2006-02-22,2026-09-20,15.0,False,True,False
PFN,PANAMA CITY/BAY CO.,FL,FL_ASOS,30.2121,-85.6828,6.0,1948-01-01,2010-06-02,False,True,0.0,,,,,,False,False
PGD,PUNTA GORDA,FL,FL_ASOS,26.9172,-81.9914,8.0,1944-01-04,,True,True,0.0,9383.0,2001-01-01,2026-09-20,26.0,True,True,True
PIE,SAINT PETERSBURG,FL,FL_ASOS,27.91,-82.6874,3.0,1972-12-31,,True,True,0.0,9384.0,2001-01-01,2026-09-20,26.0,True,True,True
PMP,POMPANO BEACH,FL,FL_ASOS,26.2464,-80.111,7.0,1988-06-21,,True,False,142.4,9250.0,2001-01-01,2026-09-20,23.0,False,True,False
PNS,PENSACOLA REGIONAL,FL,FL_ASOS,30.4781,-87.1869,37.0,1937-04-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
RSW,FT MYERS/SW FLORIDA,FL,FL_ASOS,26.5381,-81.7567,9.0,1983-07-22,,True,False,25.4,9341.0,2001-01-01,2026-09-20,25.0,True,True,True
SEF,Sebring,FL,FL_ASOS,27.4547,-81.3416,17.05809,1942-04-01,,True,True,0.0,3409.0,2017-04-27,2026-09-20,9.0,True,True,False
SFB,SANFORD/ORLANDO,FL,FL_ASOS,28.7797,-81.2436,17.0,1945-04-01,,True,True,0.0,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
SGJ,ST AUGUSTINE AIRPT,FL,FL_ASOS,29.9592,-81.3397,3.0,1996-07-01,,True,True,0.0,9304.0,2001-01-01,2026-09-20,26.0,True,True,True
SPG,St Petersburg,FL,FL_ASOS,27.7651,-82.627,1.0,1986-01-01,,True,True,0.0,9392.0,2001-01-01,2026-09-20,26.0,True,True,True
SRQ,SARASOTA-BRADENTON,FL,FL_ASOS,27.4014,-82.5586,9.0,1972-12-31,,True,True,0.0,9392.0,2001-01-01,2026-09-20,26.0,True,True,True
SUA,WITHAM FIELD AIRPORT/STUART,FL,FL_ASOS,27.18,-80.22,6.0,2000-10-10,,True,False,61.3,9202.0,2001-01-09,2026-09-20,24.0,True,True,True
TDR,Panama City Beach - Drone Runway,FL,FL_ASOS,30.07,-85.5765,3.8308954,2012-01-25,,True,True,0.0,4592.0,2012-01-25,2026-09-20,5.0,False,True,False
TIX,TITUSVILLE,FL,FL_ASOS,28.5148,-80.7992,11.0,1973-04-20,,True,False,15.8,9044.0,2001-01-01,2026-07-13,23.0,True,False,False
TLH,TALLAHASSEE RGNL,FL,FL_ASOS,30.3935,-84.3514,21.0,1937-02-22,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
TPA,TAMPA INTL AIRPORT,FL,FL_ASOS,27.9619,-82.5403,3.0,1937-04-01,,True,True,0.0,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
TPF,Tampa/Knight,FL,FL_ASOS,27.9156,-82.4493,2.4,2005-11-08,,True,False,1.5,6398.0,2005-11-08,2026-09-20,11.0,False,True,False
TTS,NASA SHUTTLE FCLTY,FL,FL_ASOS,28.6149,-80.6944,3.0,1978-03-16,,True,False,30.1,8936.0,2001-01-01,2026-09-20,22.0,True,True,True
VDF,VANDENBERG AIRPORT/TAMPA,FL,FL_ASOS,28.014,-82.3453,7.0,2001-02-05,,True,True,0.0,8788.0,2001-02-05,2026-09-20,17.0,False,True,False
VNC,Venice,FL,FL_ASOS,27.0716,-82.4403,6.0,1944-01-27,,True,True,0.0,4977.0,2011-02-03,2026-09-20,10.0,False,True,False
VPS,EGLIN AFB/VALPARAIS,FL,FL_ASOS,30.4832,-86.5254,26.0,1938-09-10,,True,True,0.0,9388.0,2001-01-01,2026-09-20,26.0,True,True,True
VQQ,Jacksonville - Cecil Field,FL,FL_ASOS,30.2187,-81.8767,24.7,1972-12-31,,True,True,0.0,9130.0,2001-01-02,2026-09-20,21.0,True,True,True
VRB,Vero Beach,FL,FL_ASOS,27.6556,-80.4179,8.0,1931-07-30,,True,False,30.3,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
VSH,Chipley,FL,FL_ASOS,30.7799,-85.598,23.621132,2012-07-30,2015-01-28,False,True,0.0,,,,,,False,False
VVG,The VIllages,FL,FL_ASOS,28.9446,-81.9698,26.941813,2001-04-11,2018-02-14,False,True,0.0,,,,,,False,False
X07,Lake Wales,FL,FL_ASOS,27.8934,-81.6167,37.080635,2018-05-14,,True,True,0.0,2467.0,2018-05-14,2025-08-11,3.0,False,False,False
X21,Titusville,FL,FL_ASOS,28.6226,-80.8354,9.0,2024-10-01,,True,False,18.2,600.0,2024-10-01,2026-09-20,1.0,False,True,False
X26,Valkaria AFS,FL,FL_ASOS,27.8126,-80.4959,9.411048,2020-08-06,,True,False,25.0,2455.0,2019-09-06,2026-09-20,6.0,True,True,False
X59,Valkaria,FL,FL_ASOS,27.9608,-80.558,7.0,2025-04-13,,True,False,29.7,465.0,2025-04-13,2026-09-20,0.0,False,True,False
X60,Williston,FL,FL_ASOS,29.3557,-82.4719,25.33709,2015-09-15,,True,True,0.0,3435.0,2015-09-15,2026-09-20,7.0,False,True,False
XFL,Palm Coast,FL,FL_ASOS,29.4674,-81.2063,10.0,2009-12-23,2025-03-08,False,True,0.0,,,,,,False,False
XMR,Cape Canaveral,FL,FL_ASOS,28.4677,-80.5668,3.0,1950-07-31,,True,False,37.1,7157.0,2002-01-15,2026-09-20,18.0,True,True,True
ZPH,Zephyrville,FL,FL_ASOS,28.2281,-82.1559,29.102571,2012-08-13,,True,True,0.0,4692.0,2012-08-13,2026-09-20,10.0,True,True,False
35A,Union,SC,SC_ASOS,34.687,-81.6412,181.31224,2021-03-10,,True,False,55.0,1990.0,2021-03-10,2026-09-20,4.0,True,True,False
3J1,Ridgeland,SC,SC_ASOS,32.4968,-80.993,24.0,2025-02-07,,True,True,0.0,587.0,2025-02-07,2026-09-20,1.0,True,True,False
AIK,Aiken,SC,SC_ASOS,33.6494,-81.685,160.9,2008-12-08,,True,True,0.0,6400.0,2008-12-08,2026-09-20,17.0,True,True,True
AND,ANDERSON CO AIRPORT,SC,SC_ASOS,34.4946,-82.7094,238.0,1948-12-31,,True,False,69.4,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
AQX,Allendale,SC,SC_ASOS,32.9951,-81.2703,48.706158,2014-11-19,,True,True,0.0,4202.0,2014-11-19,2026-09-20,11.0,True,True,False
ARW,Beaufort,SC,SC_ASOS,32.4122,-80.6344,3.0,2009-02-10,,True,True,0.0,5994.0,2009-02-11,2025-09-18,14.0,False,False,False
BBP,Bennettsville,SC,SC_ASOS,34.6217,-79.7344,44.8,2009-04-03,,True,True,0.0,6294.0,2009-04-03,2026-09-20,13.0,True,True,False
BNL,Barnwell,SC,SC_ASOS,33.2578,-81.3883,75.0,2008-12-08,,True,True,0.0,6275.0,2008-12-08,2026-09-20,15.0,True,True,True
CAE,COLUMBIA METRO,SC,SC_ASOS,33.9419,-81.1181,69.0,1942-04-23,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CDN,Camden,SC,SC_ASOS,34.2836,-80.5649,92.0,2008-12-08,,True,True,0.0,6238.0,2008-12-08,2026-09-20,16.0,True,True,True
CEU,CLEMSON/OCONEE COUNTY,SC,SC_ASOS,34.6719,-82.8868,272.0,2000-03-16,,True,False,94.7,9367.0,2001-01-01,2026-09-20,26.0,True,True,True
CHS,Charleston,SC,SC_ASOS,32.8986,-80.0405,10.024509,1945-01-01,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CKI,Kingstree,SC,SC_ASOS,33.7172,-79.857,20.4,2008-12-08,,True,True,0.0,6435.0,2008-12-08,2026-09-20,15.0,True,True,True
CQW,Cheraw,SC,SC_ASOS,34.7129,-79.957,72.8,2008-12-08,,True,True,0.0,6196.0,2008-12-08,2026-09-20,15.0,True,True,True
CRE,NORTH MYRTLE BEACH,SC,SC_ASOS,33.8118,-78.7239,10.0,1948-12-31,,True,True,0.0,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
CUB,COLUMBIA OWENS DOWNTOWN AIRPORT,SC,SC_ASOS,33.972,-80.9938,59.0,1979-05-13,,True,True,0.0,9382.0,2001-01-01,2026-09-20,26.0,True,True,True
DCM,Chester,SC,SC_ASOS,34.7893,-81.1958,199.9,2009-01-15,,True,False,51.3,6371.0,2008-12-11,2026-09-20,17.0,True,True,True
DYB,Summersville,SC,SC_ASOS,33.0634,-80.2793,17.1,2009-04-04,,True,True,0.0,6313.0,2009-04-04,2026-09-20,14.0,True,True,False
EOE,Newberry,SC,SC_ASOS,34.3093,-81.6397,173.1,2009-01-15,,True,False,15.0,6300.0,2008-12-11,2026-09-20,15.0,True,True,True
FDW,Winnsboro,SC,SC_ASOS,34.3155,-81.1088,175.9,2009-04-20,,True,False,12.5,6206.0,2009-04-20,2026-09-20,14.0,True,True,False
FLO,FLORENCE REGIONAL,SC,SC_ASOS,34.1854,-79.7239,45.0,1947-12-31,,True,True,0.0,9392.0,2001-01-01,2026-09-20,25.0,True,True,True
GGE,Georgetown,SC,SC_ASOS,33.3117,-79.3196,11.9,2008-11-20,,True,True,0.0,6408.0,2008-11-20,2026-09-20,17.0,True,True,True
GMU,Greenville - Downtown,SC,SC_ASOS,34.8419,-82.349,304.0,1942-09-07,,True,False,83.0,9393.0,2001-01-01,2026-09-20,26.0,True,True,True
GRD,GREENWOOD COUNTY AIRPORT,SC,SC_ASOS,34.25,-82.16,192.0,2000-05-24,,True,False,17.1,9375.0,2001-01-01,2026-09-11,26.0,True,True,True
GSP,Greenville - Spartanburg,SC,SC_ASOS,34.9061,-82.2125,294.0,1962-10-15,,True,False,86.3,9394.0,2001-01-01,2026-09-20,26.0,True,True,True
GYH,Greenville,SC,SC_ASOS,34.7583,-82.3764,291.0,1948-12-31,,True,False,75.5,7604.0,2005-01-27,2026-09-20,21.0,True,True,True
HVS,Hartsville,SC,SC_ASOS,34.4031,-80.1192,110.9,2009-04-03,,True,True,0.0,6308.0,2009-04-03,2026-09-20,16.0,True,True,True
HXD,Hilton Head Island,SC,SC_ASOS,32.2244,-80.6975,5.0,2004-06-15,,True,True,0.0,8120.0,2004-06-15,2026-09-20,22.0,True,True,True
HYW,Conway,SC,SC_ASOS,33.8285,-79.1222,10.7,2008-12-08,,True,True,0.0,6458.0,2008-12-08,2026-09-20,17.0,True,True,True
JZI,Charleston Exec,SC,SC_ASOS,32.7009,-80.0029,5.2,2008-12-08,,True,True,0.0,6398.0,2008-12-08,2026-09-20,17.0,True,True,True
LKR,Lancaster,SC,SC_ASOS,34.723,-80.8544,148.1,2008-12-08,,True,False,19.4,6410.0,2008-12-08,2026-09-20,16.0,True,True,True
LQK,Pickens County,SC,SC_ASOS,34.81,-82.7029,308.0,2000-06-30,,True,False,96.5,9299.0,2001-01-01,2026-09-20,24.0,True,True,True
LRO,Mount Pleasant,SC,SC_ASOS,32.8978,-79.7829,3.7,2008-11-20,,True,True,0.0,6131.0,2008-11-20,2026-09-20,14.0,True,True,False
LUX,Laurens,SC,SC_ASOS,34.5071,-81.9472,212.4,2009-01-15,,True,False,40.1,6398.0,2008-12-16,2026-09-20,15.0,True,True,True
MAO,Marion,SC,SC_ASOS,34.1812,-79.3347,28.0,2008-12-08,,True,True,0.0,6420.0,2008-12-08,2026-09-20,17.0,True,True,True
MKS,Moncks Corner,SC,SC_ASOS,33.1855,-80.0362,22.3,2009-01-15,,True,True,0.0,6413.0,2008-12-11,2026-09-20,15.0,True,True,True
MMT,MCENTIRE ANG BASE,SC,SC_ASOS,33.92,-80.8,77.0,1959-02-06,,True,True,0.0,9110.0,2001-01-02,2026-09-20,17.0,True,True,True
MNI,Manning,SC,SC_ASOS,33.5871,-80.2087,31.4,2008-12-08,,True,True,0.0,6302.0,2008-12-08,2026-09-20,13.0,True,True,False
MYR,MYRTLE BEACH(CIV),SC,SC_ASOS,33.68,-78.93,8.0,1942-11-01,,True,True,0.0,9389.0,2001-01-01,2026-09-20,26.0,True,True,True
NBC,BEAUFORT MCAS,SC,SC_ASOS,32.4774,-80.7232,12.0,1945-04-01,,True,True,0.0,9340.0,2001-01-01,2026-09-20,24.0,True,True,True
OGB,ORANGEBURG,SC,SC_ASOS,33.4568,-80.8595,60.0,1997-03-31,,True,True,0.0,9373.0,2001-01-01,2026-09-20,26.0,True,True,True
RBW,Walterboro,SC,SC_ASOS,32.921,-80.6406,30.8,2008-12-08,,True,True,0.0,6469.0,2008-12-08,2026-09-20,18.0,True,True,True
SMS,Sumter,SC,SC_ASOS,33.995,-80.3613,55.5,2008-12-08,,True,True,0.0,6271.0,2008-12-08,2026-09-20,13.0,True,True,False
SPA,Spartanburg,SC,SC_ASOS,34.9157,-81.9565,244.1,1930-06-01,,True,False,85.4,6338.0,2009-04-20,2026-09-20,17.0,True,True,True
